39476  #SUP: 1 #UTIL: 39
42266 4041 4083 13872 2521 14749 11882 3899 5645 11632 39684 16977  #SUP: 1 #UTIL: 2741
3999 18943 22324 30290 18774 8178 21738 16967  #SUP: 1 #UTIL: 2742
10190 10230 10193 31233 19617 19619  #SUP: 1 #UTIL: 2743
41594  #SUP: 2 #UTIL: 1998
41594 5341 16921 823 4379 39684  #SUP: 1 #UTIL: 1744
7615  #SUP: 2 #UTIL: 798
7615 8356 5449 13879  #SUP: 1 #UTIL: 867
33510  #SUP: 3 #UTIL: 903
33510 34125 29187 9430  #SUP: 1 #UTIL: 1874
33510 39758 21106  #SUP: 1 #UTIL: 486
38597 15483 6319 3763 16885 3757 16894 8656 16883 39359  #SUP: 1 #UTIL: 2747
30778 19612 21975 21806 6443 11135 39256 21297  #SUP: 1 #UTIL: 2749
44571 39172 39688  #SUP: 1 #UTIL: 2749
7429 4016 14760 4478 18898 15689 44420 8178 43553 8176 8159 4974 13730 16978  #SUP: 1 #UTIL: 2750
13454 26845 32232 28544 17488 17480 31577 34178 17481 17474 16996 5633  #SUP: 1 #UTIL: 2750
10549 10577 32899 10610 3675 21016 6423 16985  #SUP: 1 #UTIL: 2751
43794 43502 2292 2293 39683 16980 39289 43408  #SUP: 1 #UTIL: 2752
44187  #SUP: 2 #UTIL: 330
44187 44377 39155 39686 39684  #SUP: 1 #UTIL: 477
45590 41670 39617  #SUP: 1 #UTIL: 2753
1354  #SUP: 2 #UTIL: 418
1354 32139 3309 34944 29434 2204 5164 21738  #SUP: 1 #UTIL: 2548
7087 2168 2167 18377 4445 2207 9422 15351 42290 11882 13914 19718  #SUP: 1 #UTIL: 2758
20815 1380 9456 510 20774 34368 4362 15056 12863  #SUP: 1 #UTIL: 2759
14123 14613 31292 12204 31300 16891 31293  #SUP: 1 #UTIL: 2762
32245  #SUP: 2 #UTIL: 198
8428 8396 18450 18454 18452 18448 1762 729 21738 16977  #SUP: 1 #UTIL: 2766
4656 19656 4601 13062 29548 6468 13043 17085 27060 7317  #SUP: 1 #UTIL: 2768
28080 14066 9050 21819 12270 13870 44522 5644 39138 16881 39684  #SUP: 1 #UTIL: 2768
13266 12832 6009 39629 16292 13731 21895 39305 39432 16977  #SUP: 1 #UTIL: 2769
3786 16917 10817 11424 8641 21755 7310 8640 19784 19718 8656 12266 9202  #SUP: 1 #UTIL: 2770
5337 14270 5313 22698 43902 2419 1763 6547 39388  #SUP: 1 #UTIL: 2771
14310 15297 32291 32263 32284 39191 39289 28536 16977  #SUP: 1 #UTIL: 2771
26516  #SUP: 2 #UTIL: 678
26516 23016 38742 15973 15464  #SUP: 1 #UTIL: 1714
26516 18377 26500  #SUP: 1 #UTIL: 1057
41173 27998 27996 14602 21258 8110 21312 1760  #SUP: 1 #UTIL: 2772
10125 108 24093 2151 39684  #SUP: 1 #UTIL: 2773
26302 42090 4403 18594 13683 43766 5650  #SUP: 1 #UTIL: 2773
35054 18796 18941 13686 6192 13718  #SUP: 1 #UTIL: 2773
9293 12800 24201 5098 11135 19783 39365  #SUP: 1 #UTIL: 2774
10753 37299 27222 19626 21749 729 13734 21736  #SUP: 1 #UTIL: 2782
7074 9433 22636 14487 1195 15317 1162  #SUP: 1 #UTIL: 2783
24107 24584 20096 18231 12328 9239  #SUP: 1 #UTIL: 2783
13653 19431 2003 30926 2004 4367 21494 8176 39687 16978  #SUP: 1 #UTIL: 2790
21152  #SUP: 2 #UTIL: 498
7725 32459 32496 28262 31043 29996  #SUP: 1 #UTIL: 2791
17117 32795 29466 20118 28551 13707 4974 13730 16967  #SUP: 1 #UTIL: 2791
44539  #SUP: 3 #UTIL: 900
44539 31910 3953 14663 31908 5022  #SUP: 1 #UTIL: 1943
44539 32877  #SUP: 1 #UTIL: 549
30435 36870 14013 36500 14010 36233 39688  #SUP: 1 #UTIL: 2793
28304 28302 17228 39334 21297  #SUP: 1 #UTIL: 2794
499 14066 2798 16924 18534 15660 15272 3871 44327 5715 16976 39388  #SUP: 1 #UTIL: 2799
23600 26494 6324 9427 9426 39242 39206 39429  #SUP: 1 #UTIL: 2799
11353 28856 20473 25565 6224 9178 43418 28444 28536 16978  #SUP: 1 #UTIL: 2806
7789 29557 40586 16258 39690 5646 36200 36203  #SUP: 1 #UTIL: 2808
40463  #SUP: 2 #UTIL: 995
40463 30757 40911 5182  #SUP: 1 #UTIL: 1426
40463 13987 13972  #SUP: 1 #UTIL: 1384
35149  #SUP: 2 #UTIL: 998
35149 13973 35157 22068 16975  #SUP: 1 #UTIL: 2045
42640 45559 14042 39276 39688  #SUP: 1 #UTIL: 2815
32548 24982 8717 21041 28279 44069 44469 24460 28440 10986 14042 10985 16981  #SUP: 1 #UTIL: 2818
33969 33750 12735 4600 18784 16900 39456 16986 39452 43803 11824 39388 13743  #SUP: 1 #UTIL: 2820
26538 26575 25409 25407 31529 22888 5666 16977 16967  #SUP: 1 #UTIL: 2822
33786 9078 9037 23528 3281 4727 39682 43913 16986  #SUP: 1 #UTIL: 2824
12550 14039 19686 10789 18800 16118 20176 16985 39388  #SUP: 1 #UTIL: 2835
38751 10968 29931 6044 21216 1781  #SUP: 1 #UTIL: 2835
5025 39338 5112 24064 20842 16967  #SUP: 1 #UTIL: 2837
39081  #SUP: 3 #UTIL: 747
39081 32108  #SUP: 1 #UTIL: 348
39081 17043 4346 7775 14837  #SUP: 1 #UTIL: 1155
21376 21375 4461 28063 21841 5709 31532 18562 31529 11783 16977 16967  #SUP: 1 #UTIL: 2839
8238 10817 14012 10770 31715 16976 21015 16967  #SUP: 1 #UTIL: 2840
13865 22522 31900 23750 16323 14769 12031 24343 14768 21212 11882  #SUP: 1 #UTIL: 2847
7852 1386 75 3767 34951 43620 18454 18452 25487 12245 25407 21015  #SUP: 1 #UTIL: 2850
400 33863 1698 1439 24078 14502 2228 39388  #SUP: 1 #UTIL: 2852
42237 5364 5362 9595 1923 20129 14532 20178 14534 39683 16968 39437 43855 13743  #SUP: 1 #UTIL: 2853
42227 45355 39453 39432 39688  #SUP: 1 #UTIL: 2855
315 5807 12032 19201 36204 39276  #SUP: 1 #UTIL: 2861
39994 32952 20118 21720 18768 9065 5096 5090  #SUP: 1 #UTIL: 2862
4917 3702 15353 26154 3707 13716 1781 4932 16885  #SUP: 1 #UTIL: 2865
1886  #SUP: 3 #UTIL: 237
1886 19027 15567 19052 21343 12335 43418 22820 21755 21286  #SUP: 1 #UTIL: 1918
1886 10844  #SUP: 1 #UTIL: 104
1886 17466 28544 1877 28561  #SUP: 1 #UTIL: 844
3322 4091 46046 3506 3537 18564 3526 11844 11824 3510 3482 11783  #SUP: 1 #UTIL: 2867
22462 36373 34247 8373 39688 16977  #SUP: 1 #UTIL: 2868
22524 8130 24335 18559 24339 21313 1834 21850 16985  #SUP: 1 #UTIL: 2870
14862  #SUP: 3 #UTIL: 957
14862 15258 35365 27365  #SUP: 1 #UTIL: 1107
40053 19091 11638 18643 9092 9185 18641 16977  #SUP: 1 #UTIL: 2872
7927  #SUP: 2 #UTIL: 398
7927 27269 39388  #SUP: 1 #UTIL: 1962
8349  #SUP: 2 #UTIL: 318
8349 8350 15979 16150 5448 3567  #SUP: 1 #UTIL: 1099
8349 8348 5533 11792 39688  #SUP: 1 #UTIL: 1776
42480 42483 24188 19763 39688  #SUP: 1 #UTIL: 2875
25084 25128 33983 4347 19094 29416 3643 30587 21291 16901 31529 9239 36202 39435  #SUP: 1 #UTIL: 2876
42977 46055 16410 39276  #SUP: 1 #UTIL: 2876
23735  #SUP: 1 #UTIL: 2877
2270 10844 18203 10854 43907 10851 19839 31174 31169 1758 632  #SUP: 1 #UTIL: 2878
9000 33508 29557 30836 14756 39488 21259 36234 5685 14526 39470 39610 39688  #SUP: 1 #UTIL: 2881
23790 3532 24093 13094 39541 3484 39389 44420 16300 18562 1815 13746 16978 39432  #SUP: 1 #UTIL: 2885
13973  #SUP: 2 #UTIL: 598
24625 15478 12412 12411 39465 13914 39396 39359 12255 16978 39388  #SUP: 1 #UTIL: 2887
17078 17077 29999 8989 8987 8988 9090 36053 39688 16967  #SUP: 1 #UTIL: 2888
33778 11137 11397 12765 12764 25556 26160 13750 39470 39333 39481  #SUP: 1 #UTIL: 2888
35945 33833 15194 35233 35150 10854 12291  #SUP: 1 #UTIL: 2889
13085 39684  #SUP: 2 #UTIL: 300
13085 39684 10850 10845 13926 16991 42682 31044  #SUP: 1 #UTIL: 2743
40811 23317 36200 36202  #SUP: 1 #UTIL: 2893
1636 1109 33933 17571 17618 21258  #SUP: 1 #UTIL: 2894
7415 13874 11146 7601 13872 37414 19664 39138 39305 39610 16978 13743  #SUP: 1 #UTIL: 2894
11830 4311 13949 29618 20010 20008  #SUP: 1 #UTIL: 2897
12111  #SUP: 1 #UTIL: 2899
12121  #SUP: 1 #UTIL: 2899
5238 11252 22336 1846 8989 8990 16292 13746 5166  #SUP: 1 #UTIL: 2902
23917  #SUP: 2 #UTIL: 747
23917 3581 39393 5666 21015  #SUP: 1 #UTIL: 2655
1678 11430 22369 23196 20390 1791 1805 3938 2800 1800 1770 1801 21804 3576 31532 44132 43506 39333  #SUP: 1 #UTIL: 2906
14301 15914 14029 21881 7583 18454 18484 21759 15352 18448 4695  #SUP: 1 #UTIL: 2907
34205 34173 12220 5697 36202 39388  #SUP: 1 #UTIL: 2909
4352 13647 16994 5232 15707 18778 21747 5712 16989 39466 22889 5667 21850 21893  #SUP: 1 #UTIL: 2912
34563  #SUP: 2 #UTIL: 858
34563 31542  #SUP: 1 #UTIL: 828
2584 13882 2585 777 31221 2593 31222 39388  #SUP: 1 #UTIL: 2916
7983 2306 5096 9115 9114 43804 21738  #SUP: 1 #UTIL: 2921
42881 39652 7815 1806 17103 1792 1796 8188 1800 1809 1801 39488 36053  #SUP: 1 #UTIL: 2921
15956  #SUP: 2 #UTIL: 338
15956 211 36344 4065 31285 16882 4876 26154 18448 36114 21850  #SUP: 1 #UTIL: 2068
15956 23123 16977  #SUP: 1 #UTIL: 860
43931  #SUP: 6 #UTIL: 600
43931 43904 1927 1760  #SUP: 1 #UTIL: 776
43931 6900 6874 7041 39155  #SUP: 1 #UTIL: 409
43931 43917  #SUP: 1 #UTIL: 184
43931 39241 39686  #SUP: 1 #UTIL: 286
24783 16370 5635 5628 15263 39651 21899 39241 29995 12408 13931 39256 5633 39419  #SUP: 1 #UTIL: 2934
22948 27148 29624 41826 15121  #SUP: 1 #UTIL: 2937
38665  #SUP: 5 #UTIL: 1345
38665 1913 1929 1931 8321 1927 30610 30606 1932 30603  #SUP: 1 #UTIL: 993
38665 10851  #SUP: 2 #UTIL: 613
38665 13870 39419  #SUP: 1 #UTIL: 765
38665 13756 11824  #SUP: 1 #UTIL: 568
16116 32303 5063 22304 21803 44384 44225 1785 21780 16975 13743  #SUP: 1 #UTIL: 2940
12933 12279 43884 10988 11832 10977 13736 11780 11824 11783 13730 16967  #SUP: 1 #UTIL: 2941
12520 43998 20300 2261 21030 37414 4727 3571 21752 39453 39434 39333 39435 39432  #SUP: 1 #UTIL: 2942
31924 31920 28357  #SUP: 1 #UTIL: 2942
32469 34364 12655 20769 7616 18799 20005 39420 16981 5667 16967  #SUP: 1 #UTIL: 2943
14263 20019 10344 10348 17046 10345 20196 20042 15414 5394 12236 43765 39609 5667 16967  #SUP: 1 #UTIL: 2944
17144 23912 14620 5706 23934 16983 43575 21780 10978 39681  #SUP: 1 #UTIL: 2944
5228 31815 31816 33550 37226 37198 1760 8643 22888 16967  #SUP: 1 #UTIL: 2945
36418 36484 21923 10625 32898 10623 44511 21801 36305 4974  #SUP: 1 #UTIL: 2945
30938 32169 25395 823 12416 21259 13730 16977  #SUP: 1 #UTIL: 2946
37014  #SUP: 2 #UTIL: 298
36212  #SUP: 2 #UTIL: 198
36212 23491 10812 31025 36233 8640 12268 16977  #SUP: 1 #UTIL: 1992
27407 37845 2605 231 23284 22803 30124 12877 11362 18473 43804  #SUP: 1 #UTIL: 2955
4307 8982 13951 12478 8602 20497 4968 44425 13750 39388 13743  #SUP: 1 #UTIL: 2957
22978 471 26240 12225 5685 12285 39434 43804 39419 21015  #SUP: 1 #UTIL: 2957
16079 16087 30245 38461 12389 38459 28063 18236 9120 9105 31529  #SUP: 1 #UTIL: 2959
31926 811 14976 4448 12415 15457  #SUP: 1 #UTIL: 2960
34958 35583 34964 11822 1096 14055 34241 33655 29618 16473 5727 6547 31529  #SUP: 1 #UTIL: 2963
33224 21497 10344 10348 10349 11151 12026 18347 12879 16940 5716 16976 21738  #SUP: 1 #UTIL: 2965
2996  #SUP: 2 #UTIL: 398
2996 33730 22828 15751 6547 16978  #SUP: 1 #UTIL: 1303
1541  #SUP: 3 #UTIL: 1287
1541 33731  #SUP: 1 #UTIL: 958
1541 1640 4587 4589  #SUP: 1 #UTIL: 1024
1508 24879 39812 32374 18929 8060 3876 32373 4968 16966 13727 4099 39481 39388  #SUP: 1 #UTIL: 2972
9574 8025 16678 16682 22278 26440 2186 10761 15343 3672 39314 12461 39388  #SUP: 1 #UTIL: 2974
7042 34176 23785 7035 34178 6922 7040 7032 7039 7033 16123  #SUP: 1 #UTIL: 2978
15904 10372 10361 12491 10560 10373 9256 9267 24062 22888 16978 5666 16967  #SUP: 1 #UTIL: 2978
36957 18540 36582 19003 7571 13718 16977  #SUP: 1 #UTIL: 2978
23659 23660 23661 10188 23309 3296 14885 36937  #SUP: 1 #UTIL: 2981
645 9102 5165 43550 39138 16977  #SUP: 1 #UTIL: 2982
10414 14292 1102 4072 16133 21025 6074 19650 39688  #SUP: 1 #UTIL: 2982
9653 7868 15234 22705 19085 32097 1793 9439 33529 31529 5666  #SUP: 1 #UTIL: 2985
32546 6783 39435 39432  #SUP: 1 #UTIL: 2985
2601 8258 8531 16901 43551 5090  #SUP: 1 #UTIL: 2986
5927 32247 34973 2460 17482 32239 17481 45127 39191  #SUP: 1 #UTIL: 2990
864 1672 44025 18636 4824 43902 835  #SUP: 1 #UTIL: 2991
34519 39557 28398 19970 18877 2641 34553 18875 1773 21018 16476 36112 39415 36116 36114 4099 39684 39388  #SUP: 1 #UTIL: 2996
35127 7722 3352 41519 31869 11844 11783  #SUP: 1 #UTIL: 2996
1544  #SUP: 2 #UTIL: 998
1544 5255 8251 39388  #SUP: 1 #UTIL: 2089
38672 17049 41185 13476 13477 13481 43623 36120 43765 633  #SUP: 1 #UTIL: 2997
13790  #SUP: 1 #UTIL: 2999
34976  #SUP: 2 #UTIL: 1278
34976 16981  #SUP: 1 #UTIL: 792
1432  #SUP: 2 #UTIL: 738
1432 23784 31544  #SUP: 1 #UTIL: 1597
4331 5115 43362 4368 6093 12308 3841 31715 43868 1852 11780 11783  #SUP: 1 #UTIL: 3000
28242 28244 31048 16252 13931  #SUP: 1 #UTIL: 3001
11525 27100 29256 33909 31855 6018 14156 1817 11406  #SUP: 1 #UTIL: 3002
22696 10614 21811 24336 2272 31534 1771 21021 24300 18776 5722 21736 16967  #SUP: 1 #UTIL: 3002
16057 16058 37536 33751 3097 9437 9421  #SUP: 1 #UTIL: 3004
6695 21845 5260 13913 11041 14431 8133 18784 4064 14526 16985  #SUP: 1 #UTIL: 3006
25061 1935 7591 4022 1954 18646 18457 21313 18456 8273 8176 8159  #SUP: 1 #UTIL: 3006
8147 35369 35376 32118 10765 10764 8151 14256 4148 5640 12461  #SUP: 1 #UTIL: 3009
37838 37839 45450 9288 43340 8719 42258 43350  #SUP: 1 #UTIL: 3009
24767 23130 20466 19652 21039 9237 20465 14971 9039  #SUP: 1 #UTIL: 3010
31116 31118 31117 22677 24064 12215 4442 12266 21738 13743  #SUP: 1 #UTIL: 3010
2275 43972 4611 16869 39529 26148 1760 16981 4932 12737 39452  #SUP: 1 #UTIL: 3014
16290 2066 4722 1788 14524 14531 22359 21015  #SUP: 1 #UTIL: 3017
4097  #SUP: 2 #UTIL: 318
4097 3027  #SUP: 1 #UTIL: 728
4097 39544 10308 4105 44123 422 44266 39444 41188 421 4379 13718 13746 39388  #SUP: 1 #UTIL: 2294
4820 27116 4480 2382 30749 36203  #SUP: 1 #UTIL: 3024
27994 32241 38670 32234 32244 41793 32252 44583 39635 39432  #SUP: 1 #UTIL: 3024
8074 34883 31148 18644 4741 8071 4742 1833 16979 13730 39688  #SUP: 1 #UTIL: 3025
1440 3616 6359 3666 16879 2018 19664 16978 16967  #SUP: 1 #UTIL: 3027
8226  #SUP: 2 #UTIL: 978
8226 20759 8239 31699 20256 10749 31715  #SUP: 1 #UTIL: 2193
8226 32831  #SUP: 1 #UTIL: 838
13158  #SUP: 2 #UTIL: 700
13158 29695 29644 14857 420 14162 16967  #SUP: 1 #UTIL: 2635
13158 39256  #SUP: 1 #UTIL: 397
2885 22839 31143 7255 8649 19614 31144 19629 21822 31142 9426 9039 19784 19718 3508  #SUP: 1 #UTIL: 3034
19214 5715 39276 39688  #SUP: 1 #UTIL: 3035
3332 15747 6470 9430 9429 7582 6469 20842 27749 16977  #SUP: 1 #UTIL: 3036
23610 9437 2313 14821 18352 24060 7489 25557 16979 9202 9205  #SUP: 1 #UTIL: 3041
44138  #SUP: 3 #UTIL: 696
44138 43883 1837 43506 13718 39610 16978  #SUP: 1 #UTIL: 2018
44138 43727 43756 39437 39609  #SUP: 1 #UTIL: 918
26018 27448 30937 29335 39128 13707  #SUP: 1 #UTIL: 3045
32233  #SUP: 2 #UTIL: 198
32233 6758 32235 30589 40227 17466 26515 39652 32224 39541 39415 39640 39681  #SUP: 1 #UTIL: 2349
32233 37369  #SUP: 1 #UTIL: 697
30729 30730 14824 11360 11359 41187 16971 16975  #SUP: 1 #UTIL: 3050
39936 43731 31165 10785 8176 44129 13727 39138 39393 13746 39435 32365 39432 13743  #SUP: 1 #UTIL: 3050
14554 34176 12523 12522  #SUP: 1 #UTIL: 3054
6905 15743 4855 15744 3725 3727 5645 13718 16985  #SUP: 1 #UTIL: 3058
7442 13997 20108 35153 7283 21412 35985 12256 5697 7607 9065 16975  #SUP: 1 #UTIL: 3058
27649 29569 12226 22398 12770 5640 12268 5634 39388  #SUP: 1 #UTIL: 3058
19829 37286 17122 17136 32877 4936 26625 7293 43504 22896  #SUP: 1 #UTIL: 3059
34080 40490 24291 24299 24294 21505 24293 28534 37469 17090 39453 39420  #SUP: 1 #UTIL: 3059
11921  #SUP: 2 #UTIL: 598
11921 27781 20962 8273 31044  #SUP: 1 #UTIL: 2365
11921 2155  #SUP: 1 #UTIL: 698
23275 23373 33275 23298 27360 21928 9014 14991 5096 39684 39388 16967  #SUP: 1 #UTIL: 3065
33643 7718 3285 3356 7761  #SUP: 1 #UTIL: 3065
35329  #SUP: 3 #UTIL: 1707
35329 7907 11110 6075 21736  #SUP: 1 #UTIL: 1361
443 26578 38647 16929 13475 11404 13719 16947 39203 9435 39640 36203 21308  #SUP: 1 #UTIL: 3068
6835 19291 16961 5713 16300 10989 21770 28537 11844 11780  #SUP: 1 #UTIL: 3068
31569 25107 28263 15443 16228 5444 12032 13940 5451 5448  #SUP: 1 #UTIL: 3068
35297 36775 8350 12874 38349 8364 27 54 6095 21801 5667  #SUP: 1 #UTIL: 3069
3350  #SUP: 3 #UTIL: 687
3350 30425 16885 16976  #SUP: 1 #UTIL: 1137
9577 24653 37284 3440 8181 19697 19981 41187 21775 8176 16981 13478 13749 21893 39432  #SUP: 1 #UTIL: 3070
12489 2840 11886 11797 46084 20109 16222 12166 12408 21779 1782  #SUP: 1 #UTIL: 3070
5912  #SUP: 3 #UTIL: 1356
5912 12132  #SUP: 1 #UTIL: 1815
5912 27563  #SUP: 1 #UTIL: 917
41175  #SUP: 2 #UTIL: 418
41175 35646 12251 43750 44579 39445 43746  #SUP: 1 #UTIL: 1506
41175 34116 35507  #SUP: 1 #UTIL: 1566
30673  #SUP: 2 #UTIL: 298
30673 35783 39190 39189 39334  #SUP: 1 #UTIL: 1035
30673 12243 22898 4336 7314 39681 39452  #SUP: 1 #UTIL: 2038
8386 6093  #SUP: 1 #UTIL: 3077
26641 30235 5530 16526 36203 39684  #SUP: 1 #UTIL: 3077
17160 30723 37847 37959 37963 37964 42607 41489 38075 37855 38074 9436  #SUP: 1 #UTIL: 3078
1585 9543 39327 18595 22831 39289 5634  #SUP: 1 #UTIL: 3079
3288 10847 7768 45234 5439 11643 10889 8594 8600 16985  #SUP: 1 #UTIL: 3081
33883  #SUP: 2 #UTIL: 1058
9738 44601 11756 22759 15217 15188 36200  #SUP: 1 #UTIL: 3084
13942  #SUP: 2 #UTIL: 638
13942 13988 39444 39470 39305  #SUP: 1 #UTIL: 1182
13942 8357 14919 14525 28535  #SUP: 1 #UTIL: 1903
22843 33339 18647 21819 43975 8709 39375 21766 14533 21850 21893 16967  #SUP: 1 #UTIL: 3086
27005  #SUP: 2 #UTIL: 798
27005 20507  #SUP: 1 #UTIL: 798
30863 30875 34362 2255 5742 2259 31142 15969 10986 16300 16978  #SUP: 1 #UTIL: 3086
36690 36850 39651 20391 21266 4374 5348 21297  #SUP: 1 #UTIL: 3086
12842  #SUP: 2 #UTIL: 558
12842 19709 21735  #SUP: 1 #UTIL: 793
23016  #SUP: 2 #UTIL: 1167
23016 39206  #SUP: 1 #UTIL: 1378
30669 13859 12218 16123 16129 39359 11783 16975  #SUP: 1 #UTIL: 3093
4092 14601  #SUP: 1 #UTIL: 3095
41031  #SUP: 2 #UTIL: 1198
1177 1178 3444  #SUP: 1 #UTIL: 3097
21268  #SUP: 2 #UTIL: 897
21268 21270 15715 15713 41727  #SUP: 1 #UTIL: 1255
21268 17072 8373 31047  #SUP: 1 #UTIL: 1844
13403 16503 23095 9571 2219 2978 3580 3487 32365 21015 16967  #SUP: 1 #UTIL: 3100
12170 24254 26872 4632 30861 3780 19031 20211 15771 18649 18971 2203 39333 16975  #SUP: 1 #UTIL: 3101
20988 15792 30521 13063 13042 11638 13041 39224 19092 39241 39256 5666 16977  #SUP: 1 #UTIL: 3103
1687  #SUP: 3 #UTIL: 1745
1687 12213 1560  #SUP: 1 #UTIL: 947
1687 1753 16961 1777 1833  #SUP: 1 #UTIL: 1374
1687 6010  #SUP: 1 #UTIL: 783
34920  #SUP: 2 #UTIL: 1798
34920 34168 35136 21800  #SUP: 1 #UTIL: 2206
757 2260 3889 15259 765 14534 4394 44037 632 12268 11780 39388 5666 21738  #SUP: 1 #UTIL: 3106
28668 13868 41519 11882  #SUP: 1 #UTIL: 3106
13827 33482 35129 33479 1631 33506 24863 5706 19077 15419 20528 16983 31099  #SUP: 1 #UTIL: 3108
26525 30684 30678 777 9561 26526 46077 40404 2018 44522 21308  #SUP: 1 #UTIL: 3108
24247 1601 23689 22274 5258 7517 22286 3610 39373 16911 22359 16971 16975  #SUP: 1 #UTIL: 3110
44268  #SUP: 6 #UTIL: 600
44268 33862 44267  #SUP: 1 #UTIL: 559
44268 43947 44267 17085 39515 39388  #SUP: 1 #UTIL: 701
44268 17229 10619 21930 21878 39333 39393 21893  #SUP: 1 #UTIL: 1143
44268 44267  #SUP: 3 #UTIL: 600
44268 43943  #SUP: 1 #UTIL: 208
44268 44266  #SUP: 1 #UTIL: 300
23502 24572 13713 2851 1782 16977  #SUP: 1 #UTIL: 3114
9596 11120 27642 7628 14284 4698 43746 3756 3755 16894 39305 13746 39430 39432 21015  #SUP: 1 #UTIL: 3115
11510 25391 38491 25780 2192 16967  #SUP: 1 #UTIL: 3116
14558  #SUP: 2 #UTIL: 2598
14558 14486  #SUP: 1 #UTIL: 1698
26680  #SUP: 2 #UTIL: 238
26680 28160  #SUP: 1 #UTIL: 458
26982 12045  #SUP: 1 #UTIL: 3118
40271  #SUP: 2 #UTIL: 358
40271 16200 7220 7221 16252  #SUP: 1 #UTIL: 1892
5608  #SUP: 2 #UTIL: 678
5608 18230 5729 3815 12206 12225 44522  #SUP: 1 #UTIL: 1884
5608 835 1832 44079 1833  #SUP: 1 #UTIL: 1236
8799 14371 27475 27792 12680 11048 6766 15344 37469 39189 39396 32365 39684  #SUP: 1 #UTIL: 3120
24918 34957 5362 5376 5375 5365 5380 5387 5367 18570 26208 21804 16886 21799 39435 16967  #SUP: 1 #UTIL: 3121
31033 31035  #SUP: 2 #UTIL: 405
31033 31035 26220 4385 39365  #SUP: 1 #UTIL: 1341
17163 20811 39761 24501 20792 31003  #SUP: 1 #UTIL: 3124
19421 20083 12654 31142 13630 16884 16977  #SUP: 1 #UTIL: 3128
17485 25714 32236 9273 20201 17474 21314 11914 16476 11882 5650 1833  #SUP: 1 #UTIL: 3129
11257 11680 19799 12887 39757 7580 4948 11850 7296 39396 4974 43804 16977  #SUP: 1 #UTIL: 3134
1703 3358 13855 3760 36112 15353 10767 39323 4389 1780 4379 36118 39634 3756 39396 18564  #SUP: 1 #UTIL: 3135
15390 20149 14822 31908 20193 18444 18438 58 16298 12844 39333 16977  #SUP: 1 #UTIL: 3135
25155 14865 9028 1806 1805 24070 1832 4375 3534 3560 39289 3529 13743  #SUP: 1 #UTIL: 3138
16459 12820 6638 14161 16456 16455 16228 36116 36305  #SUP: 1 #UTIL: 3139
18944 21489 44544 7912 9211 7630 6452 8092 1834 36203 36202  #SUP: 1 #UTIL: 3139
34125  #SUP: 2 #UTIL: 2236
34125 13870  #SUP: 1 #UTIL: 1268
6402 43994 15690 15694 39461 44129 44037 39434 16985 13746 13730 16967  #SUP: 1 #UTIL: 3146
33725 43005 4732 12217 1865 8060 24068 42682 14525 44427 14533 10977  #SUP: 1 #UTIL: 3147
27071 28400 28396 6435 28385 19918 2937 6031 4877 26148 9158 2966 5727 3526 28536 3529 22888 3482  #SUP: 1 #UTIL: 3150
11295  #SUP: 2 #UTIL: 1137
11295 20599 15162 4313 44251 1761  #SUP: 1 #UTIL: 2393
5011 24241 12144 27372 16258 12328 20138 21736  #SUP: 1 #UTIL: 3153
30025 5527 19815 10843 2238 28552 45127 11630 29135 16977  #SUP: 1 #UTIL: 3157
34596  #SUP: 3 #UTIL: 747
34596 16976  #SUP: 1 #UTIL: 419
5093  #SUP: 2 #UTIL: 638
5093 12010 30480 21892 21817 9007 5633 632 16975  #SUP: 1 #UTIL: 2841
11960  #SUP: 2 #UTIL: 1137
11960 27897 4107 12312 12268 5634  #SUP: 1 #UTIL: 2781
11665 21934 11667 13977 12186 18232 15669 13093 3844 39439 2519 16970 16978 39388  #SUP: 1 #UTIL: 3164
12000  #SUP: 4 #UTIL: 1695
12000 24170 4276 766 15217 20385 39388  #SUP: 1 #UTIL: 1808
14423 39889 23774 14409 33528 9175 39473 39617 16976 21736  #SUP: 1 #UTIL: 3167
14871  #SUP: 2 #UTIL: 1198
14871 2075 2074 16842 5666  #SUP: 1 #UTIL: 2124
30411 19185 23822 43765 39388 39688  #SUP: 1 #UTIL: 3175
31510 750 2693 22515 43796 12465 21740 1770 43551 15457 13718 39481  #SUP: 1 #UTIL: 3178
12909 1227 3444 39461 1784 39634 39359 16978 39388  #SUP: 1 #UTIL: 3179
15820 2843 3185 7417 22828 7416 3817 2187 3755 21895 21893  #SUP: 1 #UTIL: 3183
20318  #SUP: 2 #UTIL: 798
20318 39684  #SUP: 1 #UTIL: 449
28849 41243 2254 28871 10952 2255 17631 17871 4467 44471 39420 6547  #SUP: 1 #UTIL: 3183
8669  #SUP: 2 #UTIL: 1137
8669 18831 8638 3595 15960 21804 3195  #SUP: 1 #UTIL: 1841
8669 29603 45992 31099 43636 39388  #SUP: 1 #UTIL: 1345
1566 4290 4204 4242 19867 4335 24009 12522 4336 24008 26631 2972 16292 18564 729 22889  #SUP: 1 #UTIL: 3188
28954 44380 15832 21490 37499 44425 16900 16976 39688  #SUP: 1 #UTIL: 3190
37051 7148 45244 37230 38611 13477 8170 13972 38673 12335 16979  #SUP: 1 #UTIL: 3190
41144 41148 45236 45234  #SUP: 1 #UTIL: 3190
