1373  #SUP: 25 #UTIL: 25560
753  #SUP: 17 #UTIL: 8882
753 882  #SUP: 2 #UTIL: 2250
753 882 1359 410 437 1026  #SUP: 1 #UTIL: 2981
753 383 1225 110  #SUP: 1 #UTIL: 2086
753 370 1279 763 374  #SUP: 1 #UTIL: 3239
753 650 1523  #SUP: 1 #UTIL: 1844
753 1435 532 1269 1445  #SUP: 1 #UTIL: 4478
753 1296  #SUP: 1 #UTIL: 1759
753 1402  #SUP: 2 #UTIL: 2240
753 277  #SUP: 2 #UTIL: 2632
753 71  #SUP: 2 #UTIL: 2426
882  #SUP: 16 #UTIL: 12201
882 526 1465 1485 1408 1531 682  #SUP: 1 #UTIL: 4224
882 104 127  #SUP: 1 #UTIL: 1798
882 599 622 1377  #SUP: 1 #UTIL: 2483
882 100  #SUP: 2 #UTIL: 2610
882 245  #SUP: 2 #UTIL: 2288
882 1086 1182 239 1331 1042 1302  #SUP: 1 #UTIL: 6389
882 506  #SUP: 1 #UTIL: 1483
882 1392 277  #SUP: 1 #UTIL: 1877
882 626 183 1231 998  #SUP: 1 #UTIL: 3720
882 239  #SUP: 2 #UTIL: 3788
882 183  #SUP: 2 #UTIL: 2948
1261  #SUP: 17 #UTIL: 3300
1261 812 968 1534 309 259 818 1490  #SUP: 1 #UTIL: 4934
1261 1511 394 452 908 1428 1476  #SUP: 1 #UTIL: 4578
1261 464 468 1539 1283  #SUP: 1 #UTIL: 3081
1261 989 695 972 645 1111  #SUP: 1 #UTIL: 4627
1261 1494  #SUP: 2 #UTIL: 1260
1261 1450 468 285 229 905  #SUP: 1 #UTIL: 3856
1261 468  #SUP: 2 #UTIL: 1578
1261 1438 1321 622 939 1065 113  #SUP: 1 #UTIL: 2355
1261 285  #SUP: 2 #UTIL: 1722
1261 342  #SUP: 2 #UTIL: 750
1261 1534  #SUP: 2 #UTIL: 2584
1261 1085  #SUP: 2 #UTIL: 1256
1261 259  #SUP: 2 #UTIL: 1120
1261 1051  #SUP: 1 #UTIL: 284
383  #SUP: 19 #UTIL: 14300
383 1419 416 1546 84 1519  #SUP: 1 #UTIL: 3280
383 340 600 1509 317 180  #SUP: 1 #UTIL: 3491
383 599  #SUP: 1 #UTIL: 1013
383 1163 1342 1229 1026 1446 87 1186  #SUP: 1 #UTIL: 2782
383 17 450 660 820 666  #SUP: 1 #UTIL: 4349
383 1305 356 972 828 699  #SUP: 1 #UTIL: 2986
383 953  #SUP: 1 #UTIL: 1372
383 1005 1105  #SUP: 1 #UTIL: 1838
383 859  #SUP: 2 #UTIL: 2855
1217  #SUP: 16 #UTIL: 7239
1217 668 851  #SUP: 2 #UTIL: 4360
1217 668 851 252 1321 928 1127  #SUP: 1 #UTIL: 5260
1217 274 1366 923 917 663 707  #SUP: 1 #UTIL: 3964
1217 1306 341 996 757  #SUP: 1 #UTIL: 2795
1217 252 851  #SUP: 2 #UTIL: 4184
1217 252 851 1500 142 96 335  #SUP: 1 #UTIL: 4555
1217 1366  #SUP: 2 #UTIL: 1993
1217 1450 529  #SUP: 1 #UTIL: 1592
1217 851  #SUP: 3 #UTIL: 3277
1217 629 595 1317 1344  #SUP: 1 #UTIL: 1884
1217 1284  #SUP: 2 #UTIL: 2463
1217 917  #SUP: 2 #UTIL: 1785
1217 928  #SUP: 2 #UTIL: 1879
1217 928 651 1067  #SUP: 1 #UTIL: 2104
1217 42 1196 807  #SUP: 1 #UTIL: 2643
1217 651 1067  #SUP: 2 #UTIL: 2921
1217 651 1067 927  #SUP: 1 #UTIL: 1729
449  #SUP: 14 #UTIL: 15867
449 1142 1132 965 643  #SUP: 1 #UTIL: 3556
449 306 1321 1304 782 1391  #SUP: 1 #UTIL: 4569
449 493 776 1365 1335  #SUP: 1 #UTIL: 4209
449 1304  #SUP: 2 #UTIL: 2682
449 299 1557  #SUP: 1 #UTIL: 1602
449 782  #SUP: 2 #UTIL: 3015
449 786 1219  #SUP: 1 #UTIL: 2342
22  #SUP: 14 #UTIL: 10763
22 55 881 808 138 1058 771  #SUP: 1 #UTIL: 4736
22 376 1324 881 372 139  #SUP: 1 #UTIL: 3452
22 819 26 415 842  #SUP: 1 #UTIL: 4405
22 105 604 1470 1414  #SUP: 1 #UTIL: 3406
22 1204 1530 1247 118 268 561  #SUP: 1 #UTIL: 3780
22 881  #SUP: 2 #UTIL: 2641
22 221 1297 1320 517 1476 1  #SUP: 1 #UTIL: 6228
22 1297 1320  #SUP: 2 #UTIL: 4590
22 1524 43 998  #SUP: 1 #UTIL: 2336
235  #SUP: 16 #UTIL: 17395
235 1200  #SUP: 2 #UTIL: 3084
235 1200 914 125 318 68  #SUP: 1 #UTIL: 4869
235 1056 401 1366 1277  #SUP: 1 #UTIL: 3822
235 1083 1194 601 1038  #SUP: 1 #UTIL: 3948
235 285  #SUP: 1 #UTIL: 1268
235 1277  #SUP: 2 #UTIL: 4263
235 1149 984  #SUP: 1 #UTIL: 1572
1088  #SUP: 13 #UTIL: 15604
1088 79 1271  #SUP: 2 #UTIL: 5130
1088 79 1271 934 928 145 805  #SUP: 1 #UTIL: 4292
1088 599 406  #SUP: 1 #UTIL: 2348
1088 815 1458  #SUP: 1 #UTIL: 2381
860  #SUP: 15 #UTIL: 10296
860 1315 111  #SUP: 1 #UTIL: 1698
860 417 1132 1465 1502 1415  #SUP: 1 #UTIL: 5555
860 105 95  #SUP: 2 #UTIL: 4140
860 105 95 1270 311 118 621 788  #SUP: 1 #UTIL: 5058
860 488 251 521 637 538  #SUP: 1 #UTIL: 1850
860 50 1026 1109 920  #SUP: 1 #UTIL: 3412
860 550 134  #SUP: 1 #UTIL: 2391
860 311  #SUP: 2 #UTIL: 2245
860 251  #SUP: 2 #UTIL: 2390
860 184 1215 423 1405 240  #SUP: 1 #UTIL: 3759
860 1536  #SUP: 2 #UTIL: 1968
860 134  #SUP: 2 #UTIL: 2871
1250  #SUP: 15 #UTIL: 10368
1250 1540 574 991 1174 1450 48  #SUP: 1 #UTIL: 5817
1250 568 1071  #SUP: 1 #UTIL: 2703
1250 1073 1133 1483  #SUP: 1 #UTIL: 3280
1250 1450  #SUP: 2 #UTIL: 3052
1250 618  #SUP: 2 #UTIL: 2632
1250 618 1030 385 268 374 208  #SUP: 1 #UTIL: 4324
1250 618 302  #SUP: 1 #UTIL: 2804
1250 1206 1532 684  #SUP: 1 #UTIL: 2496
1250 1483  #SUP: 2 #UTIL: 2784
1250 540  #SUP: 1 #UTIL: 750
1029  #SUP: 15 #UTIL: 8736
1029 890 1179 563 906 1339 613 1449  #SUP: 1 #UTIL: 3787
1029 1412 1156 713 1385 1352 1528 203  #SUP: 1 #UTIL: 5901
1029 742 26 779 110  #SUP: 1 #UTIL: 2166
1029 1066 1539 424  #SUP: 1 #UTIL: 2232
1029 1179 563 613  #SUP: 2 #UTIL: 4423
1029 407 667 733 873 450 197  #SUP: 1 #UTIL: 4913
1029 214 657 913 1262  #SUP: 1 #UTIL: 2599
1029 673 413 596  #SUP: 1 #UTIL: 2361
1029 719  #SUP: 1 #UTIL: 1407
333  #SUP: 14 #UTIL: 6336
333 1442 889 606 766 40 822 562  #SUP: 1 #UTIL: 3003
333 819 926 23 936 759 243  #SUP: 1 #UTIL: 4531
333 749  #SUP: 3 #UTIL: 3588
333 749 610  #SUP: 2 #UTIL: 3394
333 749 610 543 1059  #SUP: 1 #UTIL: 2331
333 1159  #SUP: 2 #UTIL: 3192
333 377 1469 810 34 40 194  #SUP: 1 #UTIL: 4139
333 320 1075 1485 310  #SUP: 1 #UTIL: 2571
333 227 726 1129 1408 1152 337  #SUP: 1 #UTIL: 4886
333 1049 1086  #SUP: 1 #UTIL: 1941
333 1154  #SUP: 2 #UTIL: 2113
333 40  #SUP: 2 #UTIL: 1287
137  #SUP: 14 #UTIL: 17020
137 1223  #SUP: 2 #UTIL: 2826
137 1223 1190 380 836 1152 613  #SUP: 1 #UTIL: 3844
137 380  #SUP: 2 #UTIL: 3074
137 980  #SUP: 1 #UTIL: 1798
137 480 437 143 297 14 846 913  #SUP: 1 #UTIL: 5651
137 1485 143 1052  #SUP: 1 #UTIL: 2578
137 143  #SUP: 2 #UTIL: 4312
137 680  #SUP: 2 #UTIL: 3102
136  #SUP: 12 #UTIL: 13932
136 951 835 1184  #SUP: 1 #UTIL: 3832
136 1451 369 1005 1322  #SUP: 1 #UTIL: 4119
136 839 130 430 473 290 906 7  #SUP: 1 #UTIL: 5066
136 1184  #SUP: 2 #UTIL: 3742
136 1184 980 186 169 1401 286 752  #SUP: 1 #UTIL: 4664
136 379 834 612 1151 1221  #SUP: 1 #UTIL: 5232
1431  #SUP: 12 #UTIL: 10434
1431 556 483 160 799 393 144  #SUP: 1 #UTIL: 5062
1431 350 736 620 959 637 587  #SUP: 1 #UTIL: 3823
486  #SUP: 17 #UTIL: 6032
486 742 1129 859 43 1092  #SUP: 1 #UTIL: 3467
486 249 519 636 536  #SUP: 1 #UTIL: 3420
486 852 1289 1528 1335 1445  #SUP: 1 #UTIL: 3189
486 909 366 902 436 349 1052  #SUP: 1 #UTIL: 3345
486 902  #SUP: 2 #UTIL: 1379
486 902 1212 696  #SUP: 1 #UTIL: 936
486 436  #SUP: 2 #UTIL: 1447
1442  #SUP: 21 #UTIL: 10332
1442 44 876 254 167 720  #SUP: 1 #UTIL: 2635
1442 650 1555 673 893 74 467  #SUP: 1 #UTIL: 5193
1442 154 493 809 171  #SUP: 1 #UTIL: 2959
1442 1465 366 63  #SUP: 1 #UTIL: 3452
1442 836 1392 1109 1479 393  #SUP: 1 #UTIL: 2292
1442 487 466  #SUP: 1 #UTIL: 2157
1442 667  #SUP: 1 #UTIL: 1720
1442 1365  #SUP: 1 #UTIL: 434
1442 375 1286 319  #SUP: 1 #UTIL: 1765
1442 893  #SUP: 2 #UTIL: 1676
1442 1319  #SUP: 1 #UTIL: 992
1442 970 360 899  #SUP: 1 #UTIL: 3192
1442 40  #SUP: 2 #UTIL: 1216
812  #SUP: 15 #UTIL: 14696
812 1315  #SUP: 2 #UTIL: 2916
812 1315 73 1205 622 1388 735  #SUP: 1 #UTIL: 4492
812 1315 766 949  #SUP: 1 #UTIL: 2329
812 1002 20 263 1395  #SUP: 1 #UTIL: 2136
812 130 739 1055  #SUP: 1 #UTIL: 2537
812 778 1527 1151 1400  #SUP: 1 #UTIL: 3560
812 1421  #SUP: 2 #UTIL: 2472
812 739  #SUP: 2 #UTIL: 3432
812 263  #SUP: 2 #UTIL: 3570
812 129  #SUP: 1 #UTIL: 1312
370  #SUP: 17 #UTIL: 4968
370 1522 1002 53 540  #SUP: 1 #UTIL: 3413
370 1002  #SUP: 2 #UTIL: 1931
370 885 1539 773 1534  #SUP: 1 #UTIL: 3236
370 547 47  #SUP: 1 #UTIL: 811
370 241 847 1483  #SUP: 1 #UTIL: 2343
370 847  #SUP: 2 #UTIL: 2380
370 763  #SUP: 2 #UTIL: 2174
370 563 1052  #SUP: 1 #UTIL: 1292
321  #SUP: 17 #UTIL: 12291
321 879 989 419 396  #SUP: 1 #UTIL: 4032
321 377 1070 487 1303 570 826 381  #SUP: 1 #UTIL: 5396
321 1402 957 88 897 1273  #SUP: 1 #UTIL: 4189
321 1096  #SUP: 2 #UTIL: 2726
321 488 1363 309 498 381 1557  #SUP: 1 #UTIL: 2852
321 1043 943  #SUP: 1 #UTIL: 1851
321 926  #SUP: 2 #UTIL: 2023
321 926 864 5  #SUP: 1 #UTIL: 1817
321 1090  #SUP: 1 #UTIL: 1368
321 381  #SUP: 2 #UTIL: 1904
94  #SUP: 17 #UTIL: 3596
94 883 340 876 240 1176  #SUP: 1 #UTIL: 2381
94 20 577 775 273 64 280  #SUP: 1 #UTIL: 3242
94 1336 1409 1247 1226 644  #SUP: 1 #UTIL: 3065
94 876  #SUP: 2 #UTIL: 1227
94 1409  #SUP: 2 #UTIL: 823
94 1409 550 327 866  #SUP: 1 #UTIL: 2887
94 776  #SUP: 1 #UTIL: 1742
94 287  #SUP: 2 #UTIL: 1152
94 287 787 1242 204 38  #SUP: 1 #UTIL: 2499
94 1309 78 367  #SUP: 1 #UTIL: 3212
94 897 743  #SUP: 1 #UTIL: 786
1068  #SUP: 14 #UTIL: 8229
1068 1511 785 852 419 808 648  #SUP: 1 #UTIL: 4870
1068 958 325 242 1245 303 1478 995  #SUP: 1 #UTIL: 5422
1068 252  #SUP: 2 #UTIL: 2832
1068 519 103 978  #SUP: 1 #UTIL: 1707
1068 1139 1145 1501  #SUP: 1 #UTIL: 2909
1522  #SUP: 17 #UTIL: 6147
1522 1543 1439 1260 480 184 1283  #SUP: 1 #UTIL: 3833
1522 1439  #SUP: 2 #UTIL: 1397
1522 1439 220 597  #SUP: 1 #UTIL: 2501
1522 274 1383 1316 1106 114  #SUP: 1 #UTIL: 3169
1522 650 34  #SUP: 1 #UTIL: 1199
1522 1372 862 1072 1405 1422  #SUP: 1 #UTIL: 3730
1522 712 130 213  #SUP: 2 #UTIL: 4785
1522 712 130 213 20 1095  #SUP: 1 #UTIL: 4198
1522 1432 1156 68 973 557 390  #SUP: 1 #UTIL: 4158
1522 568 491 1144 973 961  #SUP: 1 #UTIL: 2176
1522 430 290 307 912 436 14 579  #SUP: 1 #UTIL: 3621
1522 247 334 956 1249  #SUP: 1 #UTIL: 1921
1522 713  #SUP: 1 #UTIL: 1726
1522 973  #SUP: 2 #UTIL: 1220
1416  #SUP: 14 #UTIL: 12788
1416 1354 1083 468 811 495  #SUP: 1 #UTIL: 2740
1416 1223 1333 740  #SUP: 1 #UTIL: 2218
1416 154 933 1216 956  #SUP: 1 #UTIL: 3444
1416 1489 807 663 913 174 723  #SUP: 1 #UTIL: 4272
1416 721 571 62 894  #SUP: 1 #UTIL: 3461
1463  #SUP: 15 #UTIL: 8514
1463 377  #SUP: 2 #UTIL: 1842
1463 377 677 155 710 255 282 793  #SUP: 1 #UTIL: 5153
1463 154 730 48 974 1429 658 1479  #SUP: 1 #UTIL: 4521
1463 515 1130 542 1401 841 858  #SUP: 1 #UTIL: 3859
1463 482 311 652 1262  #SUP: 1 #UTIL: 2311
1463 311  #SUP: 2 #UTIL: 2461
1463 974  #SUP: 2 #UTIL: 1622
1463 974 1284 781  #SUP: 1 #UTIL: 3462
1463 1020 134  #SUP: 1 #UTIL: 1233
1540  #SUP: 13 #UTIL: 14432
1540 1070  #SUP: 1 #UTIL: 2109
1540 721 178 1393 451 161 784  #SUP: 1 #UTIL: 3596
824  #SUP: 16 #UTIL: 10550
824 1419 1213 1203 820 171 1003  #SUP: 1 #UTIL: 3809
824 368 917 607 1510 828 901  #SUP: 1 #UTIL: 3719
824 164 374 381  #SUP: 1 #UTIL: 2310
824 48  #SUP: 2 #UTIL: 2206
824 48 1483  #SUP: 1 #UTIL: 1623
824 431 837  #SUP: 2 #UTIL: 2183
863  #SUP: 15 #UTIL: 14006
863 1402  #SUP: 2 #UTIL: 3860
863 1233 836 147 1546 590  #SUP: 1 #UTIL: 2832
863 368  #SUP: 1 #UTIL: 1121
863 480 70  #SUP: 1 #UTIL: 1821
863 181 374 697  #SUP: 1 #UTIL: 1814
863 857  #SUP: 2 #UTIL: 3266
703  #SUP: 15 #UTIL: 13959
703 1306  #SUP: 1 #UTIL: 1632
703 1146  #SUP: 2 #UTIL: 3621
703 503 919 780 1229 713  #SUP: 1 #UTIL: 4054
703 487  #SUP: 2 #UTIL: 3342
703 1129 1106 310 1385 314  #SUP: 1 #UTIL: 4079
703 566 1171  #SUP: 1 #UTIL: 2697
703 1269 1552 1226  #SUP: 1 #UTIL: 3949
968  #SUP: 14 #UTIL: 5760
968 152 851 595 1201 1238  #SUP: 1 #UTIL: 3788
968 512 13 745 1488 269 1322  #SUP: 1 #UTIL: 4626
968 974  #SUP: 2 #UTIL: 1449
968 619 1478 363  #SUP: 1 #UTIL: 2615
968 190 213  #SUP: 1 #UTIL: 2032
968 592 1478 1507  #SUP: 1 #UTIL: 2414
968 1478  #SUP: 2 #UTIL: 2758
1543  #SUP: 15 #UTIL: 10912
1543 1487 961 6  #SUP: 1 #UTIL: 1920
1543 1439  #SUP: 2 #UTIL: 2486
1543 1439 923 1326 1127  #SUP: 1 #UTIL: 2925
1543 1260  #SUP: 2 #UTIL: 2091
1543 501  #SUP: 2 #UTIL: 2110
1543 807  #SUP: 1 #UTIL: 1308
55  #SUP: 15 #UTIL: 15750
55 1163 284 610 1320 327  #SUP: 1 #UTIL: 3539
55 554 1364 1530 311 787 1010  #SUP: 1 #UTIL: 4021
55 66 1235 1231  #SUP: 1 #UTIL: 3237
55 334 145 571 1393 738  #SUP: 1 #UTIL: 3363
55 344 72 1286  #SUP: 1 #UTIL: 2992
55 115 465 561 232  #SUP: 1 #UTIL: 3095
55 943  #SUP: 1 #UTIL: 1791
55 1010  #SUP: 2 #UTIL: 3955
55 964  #SUP: 2 #UTIL: 3095
346  #SUP: 14 #UTIL: 9752
346 152 262 845 156 96 1078  #SUP: 1 #UTIL: 3354
346 1267 662 935 791 319  #SUP: 1 #UTIL: 3220
346 1484 16 336 1405 169  #SUP: 1 #UTIL: 4057
346 529 186 63 485 192 961 895  #SUP: 1 #UTIL: 5211
346 389  #SUP: 1 #UTIL: 1564
1487  #SUP: 19 #UTIL: 5320
1487 832  #SUP: 1 #UTIL: 1162
1487 1165 1548 96 106  #SUP: 1 #UTIL: 2835
1487 79 934 1071 1021  #SUP: 1 #UTIL: 2423
1487 1465 389 86  #SUP: 1 #UTIL: 2073
1487 975  #SUP: 1 #UTIL: 1508
1487 173 406 982 1231 628  #SUP: 1 #UTIL: 4245
1487 1144 201  #SUP: 1 #UTIL: 1300
1487 1537 1187  #SUP: 2 #UTIL: 3623
1487 1537 1187 1520 78 1193 977  #SUP: 1 #UTIL: 3744
421  #SUP: 13 #UTIL: 11210
421 365 604 28 847 1396  #SUP: 1 #UTIL: 3328
421 105 9 1157 548 1218 1334  #SUP: 1 #UTIL: 3473
421 275 405 1157 548 521 371 72  #SUP: 1 #UTIL: 6307
421 1375 400  #SUP: 1 #UTIL: 2035
421 1270 265 987 621 1147 1203  #SUP: 1 #UTIL: 5347
421 1157 548  #SUP: 2 #UTIL: 3984
421 847  #SUP: 2 #UTIL: 3100
832  #SUP: 15 #UTIL: 15552
832 376 609 1435 1352 133 1186  #SUP: 1 #UTIL: 5590
832 1142 416 626  #SUP: 1 #UTIL: 2484
832 1435  #SUP: 2 #UTIL: 3900
832 227 1342  #SUP: 1 #UTIL: 3207
832 416  #SUP: 2 #UTIL: 3272
832 1336 17 406 427 809  #SUP: 1 #UTIL: 5062
832 217  #SUP: 2 #UTIL: 2352
832 217 560 543  #SUP: 1 #UTIL: 2260
832 809  #SUP: 2 #UTIL: 2756
951  #SUP: 15 #UTIL: 9457
951 492 76 1041  #SUP: 1 #UTIL: 2247
951 452 1188 1355  #SUP: 1 #UTIL: 2669
951 785 1367 962 358 462 845 269  #SUP: 1 #UTIL: 5978
951 1361 196 185  #SUP: 1 #UTIL: 2100
951 1450 1333 295 125 129 1171  #SUP: 1 #UTIL: 5247
951 468 1061  #SUP: 1 #UTIL: 1958
951 295  #SUP: 2 #UTIL: 2837
951 1288  #SUP: 1 #UTIL: 855
951 913  #SUP: 1 #UTIL: 1113
1451  #SUP: 16 #UTIL: 7614
1451 1002 1205 1162 1139 1422 359  #SUP: 1 #UTIL: 4849
1451 885  #SUP: 2 #UTIL: 1661
1451 1191 1168 286 802 203 93  #SUP: 1 #UTIL: 3287
1451 286  #SUP: 2 #UTIL: 1844
1451 1528  #SUP: 1 #UTIL: 974
1451 359  #SUP: 2 #UTIL: 1764
33  #SUP: 16 #UTIL: 6936
33 1435  #SUP: 2 #UTIL: 1768
33 1435 1296 759 1013  #SUP: 1 #UTIL: 2684
33 915 482 1169 1125 603 1452 453  #SUP: 1 #UTIL: 5743
33 316 811 516 4 1479 56 99  #SUP: 1 #UTIL: 5070
33 705 1082 476  #SUP: 1 #UTIL: 2977
33 932 569 902 1491 60 869  #SUP: 1 #UTIL: 4534
33 1202  #SUP: 2 #UTIL: 3452
33 1169  #SUP: 2 #UTIL: 1736
33 476  #SUP: 2 #UTIL: 4092
33 1275  #SUP: 2 #UTIL: 1382
1113  #SUP: 14 #UTIL: 3009
1113 819 1096 160 1385 769 97 796  #SUP: 1 #UTIL: 4534
1113 1146 1163 876 244 400 1263 1486  #SUP: 1 #UTIL: 4820
1113 1296  #SUP: 2 #UTIL: 1589
1113 1296 117 809 1319 1126 720 643  #SUP: 1 #UTIL: 3517
1113 1484 548 398 841 1396 392  #SUP: 1 #UTIL: 3523
1113 66 736 986 809 1541  #SUP: 1 #UTIL: 5129
1113 1047 1069 1329 680  #SUP: 1 #UTIL: 2911
1113 809  #SUP: 2 #UTIL: 1512
890  #SUP: 16 #UTIL: 12789
890 701 404 1392 1467 1283 716  #SUP: 1 #UTIL: 2890
890 967 1256 1360 291 707 1167  #SUP: 1 #UTIL: 3909
890 980 15  #SUP: 1 #UTIL: 1757
890 395  #SUP: 1 #UTIL: 483
890 147 780 31 64 1067 817  #SUP: 1 #UTIL: 4662
890 547 1323 10 553  #SUP: 1 #UTIL: 3397
890 615 571 343 1458 948  #SUP: 1 #UTIL: 3358
890 268  #SUP: 1 #UTIL: 1302
1315  #SUP: 18 #UTIL: 9612
1315 1455 467 779 1033  #SUP: 1 #UTIL: 2990
1315 111  #SUP: 2 #UTIL: 2630
1315 111 1432 932 1153 277 106  #SUP: 1 #UTIL: 4418
1315 1432  #SUP: 2 #UTIL: 2328
1315 306  #SUP: 2 #UTIL: 2652
1315 306 999 909 1071  #SUP: 1 #UTIL: 3822
1315 1475 1026 700 750 1166  #SUP: 1 #UTIL: 3919
1315 1386  #SUP: 1 #UTIL: 1204
1315 1209 1149  #SUP: 2 #UTIL: 3036
1315 1209 1149 1325 826 633  #SUP: 1 #UTIL: 2830
1315 293 299 655  #SUP: 1 #UTIL: 2920
1315 1498  #SUP: 2 #UTIL: 2217
1315 161  #SUP: 1 #UTIL: 989
1107  #SUP: 13 #UTIL: 9990
1107 464  #SUP: 2 #UTIL: 4554
1107 464 1070 21  #SUP: 1 #UTIL: 4072
1107 1211 591 995 198  #SUP: 1 #UTIL: 3682
1107 1489 1500  #SUP: 1 #UTIL: 1811
1107 1539 12 495 1496 605 198  #SUP: 1 #UTIL: 3905
1107 1130 31 142  #SUP: 1 #UTIL: 2436
1107 830  #SUP: 2 #UTIL: 2820
1107 198  #SUP: 2 #UTIL: 2172
1080  #SUP: 14 #UTIL: 10074
1080 464 377  #SUP: 1 #UTIL: 2711
1080 377  #SUP: 2 #UTIL: 2994
1080 377 714 577 371 1147 531  #SUP: 1 #UTIL: 4795
1080 1096 410 1429 1525 1053  #SUP: 1 #UTIL: 4001
1080 515 1240 1363 1297 358  #SUP: 1 #UTIL: 4548
1080 936  #SUP: 1 #UTIL: 1988
1080 1230 527 664  #SUP: 1 #UTIL: 2362
907  #SUP: 15 #UTIL: 17100
907 1260 1427 1510 684 451 208  #SUP: 1 #UTIL: 4110
907 624  #SUP: 2 #UTIL: 4362
907 624 1202 1046  #SUP: 1 #UTIL: 3908
907 624 1061 258  #SUP: 1 #UTIL: 3874
907 591 1078  #SUP: 1 #UTIL: 2164
907 1510  #SUP: 2 #UTIL: 2970
907 412  #SUP: 1 #UTIL: 1302
907 264  #SUP: 1 #UTIL: 1860
1512  #SUP: 12 #UTIL: 1944
1512 376 1412 409 1125 77  #SUP: 1 #UTIL: 4647
1512 1412  #SUP: 2 #UTIL: 1497
1512 1372 430 1555 676 576 1212 1219  #SUP: 1 #UTIL: 4871
1512 876 364 61 144 1452 643  #SUP: 1 #UTIL: 3364
1512 1333 1346 1023 830  #SUP: 1 #UTIL: 2782
1136  #SUP: 13 #UTIL: 15162
1136 11 1213 1206  #SUP: 1 #UTIL: 4690
1136 1159 340 344 233 733 1415  #SUP: 1 #UTIL: 5994
1136 154  #SUP: 2 #UTIL: 4260
1136 1197 1386 1303 560 327  #SUP: 1 #UTIL: 3553
1136 1392  #SUP: 1 #UTIL: 1332
1136 803 88 531 1173  #SUP: 1 #UTIL: 2906
1511  #SUP: 19 #UTIL: 6240
1511 1455 573 929  #SUP: 1 #UTIL: 1137
1511 556 480 962 950 1156 1133  #SUP: 1 #UTIL: 4481
1511 879 452 1548 856 473 63  #SUP: 1 #UTIL: 3403
1511 1268 585 1195  #SUP: 1 #UTIL: 1772
1511 989 1555  #SUP: 2 #UTIL: 2284
1511 989 1555 419 279  #SUP: 1 #UTIL: 3401
1511 839 419 569 902 280 296 3  #SUP: 1 #UTIL: 4197
1511 452  #SUP: 2 #UTIL: 2080
1511 419  #SUP: 3 #UTIL: 5127
1511 369 1468 479 169 1078 1445  #SUP: 1 #UTIL: 3682
1511 795 1494 285 1467 52 1238  #SUP: 1 #UTIL: 4835
1511 974  #SUP: 1 #UTIL: 676
1511 735  #SUP: 1 #UTIL: 948
1504  #SUP: 12 #UTIL: 5082
1504 379 312 1321 223 1167  #SUP: 1 #UTIL: 3781
1504 312 1321  #SUP: 2 #UTIL: 3441
1504 656 1438 1382 500 855  #SUP: 1 #UTIL: 4674
1504 761  #SUP: 2 #UTIL: 1970
1314  #SUP: 16 #UTIL: 3008
1314 365 361 12 128 871  #SUP: 1 #UTIL: 3186
1314 958 1114 752 282  #SUP: 1 #UTIL: 2202
1314 1387 432 931 349 182 238  #SUP: 1 #UTIL: 4347
1314 442 1385 299  #SUP: 1 #UTIL: 2328
1314 1437 432 788 1371 588  #SUP: 1 #UTIL: 2889
1314 432  #SUP: 2 #UTIL: 1730
1314 553  #SUP: 1 #UTIL: 765
1237  #SUP: 15 #UTIL: 13750
1237 365  #SUP: 2 #UTIL: 4422
1237 365 322 944 648  #SUP: 1 #UTIL: 4170
1237 1204 268  #SUP: 1 #UTIL: 1992
1237 1208  #SUP: 2 #UTIL: 3360
1237 1208 698  #SUP: 1 #UTIL: 1865
1237 604 288 1507  #SUP: 1 #UTIL: 3938
1237 1070 261 1320 644 1126  #SUP: 1 #UTIL: 4212
1237 1170 388 1114 232  #SUP: 1 #UTIL: 4680
376  #SUP: 15 #UTIL: 9988
376 1158 20 1318 1035 309 220 1501  #SUP: 1 #UTIL: 5902
376 493  #SUP: 1 #UTIL: 1737
376 969 859  #SUP: 1 #UTIL: 1829
376 1152  #SUP: 1 #UTIL: 980
376 698 1108 875 758  #SUP: 1 #UTIL: 3470
376 60  #SUP: 1 #UTIL: 1440
365  #SUP: 15 #UTIL: 17424
365 1268 1101 864  #SUP: 1 #UTIL: 2358
365 835 252 53 1041  #SUP: 1 #UTIL: 4759
365 245 228 931 315  #SUP: 1 #UTIL: 2343
365 53  #SUP: 2 #UTIL: 4938
365 1091 931 209 1214  #SUP: 1 #UTIL: 3387
365 1480 970 594  #SUP: 1 #UTIL: 3064
365 931  #SUP: 2 #UTIL: 2724
365 964  #SUP: 2 #UTIL: 3767
816  #SUP: 15 #UTIL: 10992
816 883 839 1542 1099 450 679  #SUP: 1 #UTIL: 4402
816 361 1419 1336 117 1170 594  #SUP: 1 #UTIL: 3795
816 1409 1299 1492 1242  #SUP: 1 #UTIL: 2624
816 147 790 118 1166  #SUP: 1 #UTIL: 2594
816 1542  #SUP: 2 #UTIL: 2134
816 1542 678 612 1015 1232 633  #SUP: 1 #UTIL: 4106
816 706  #SUP: 1 #UTIL: 1725
1077  #SUP: 14 #UTIL: 15455
1077 101 877 721 168 45 122  #SUP: 1 #UTIL: 5259
1077 604 1409 854 1376 954 981 294  #SUP: 1 #UTIL: 4013
1077 715  #SUP: 2 #UTIL: 2615
1077 721  #SUP: 2 #UTIL: 4892
1077 307  #SUP: 1 #UTIL: 1548
1077 911 174  #SUP: 1 #UTIL: 2208
1077 1520 605 981  #SUP: 1 #UTIL: 1089
